id,srno,application_name,customer_initiated_transactions_volume_mn,customer_initiated_transactions_value_cr,b_2_c_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_b_transactions_value_cr,onus_transactions_volume_mn,onus_transactions_value_cr,total_volume_mn,total_value_cr,created_at,updated_at,published_at,created_by_id,updated_by_id,product_name,tab_name,year,month,upi_application_name,upi_volume_mn,upi_value_cr,locale
3170,11,WhatsApp,34.12,2815.68,-,-,-,-,-,-,34.12,2815.68,2025-01-09T13:43:47.521Z,2025-04-29T11:01:00.518Z,,,,UPI,upi-apps,2024,Apr,,,,en
3171,12,BHIM,25.48,8670.52,-,-,-,-,-,-,25.48,8670.52,2025-01-09T13:43:47.521Z,2025-04-29T11:01:00.599Z,,,,UPI,upi-apps,2024,Apr,,,,en
3172,13,Yes Bank Apps,21.99,11978.36,-,-,0.27,31.04,-,-,22.26,12009.40,2025-01-09T13:43:47.521Z,2025-04-29T11:01:00.684Z,,,,UPI,upi-apps,2024,Apr,,,,en
3173,14,Airtel Payments Bank Apps,16.19,1243.65,-,-,-,0.40,-,0.09,16.19,1244.14,2025-01-09T13:43:47.521Z,2025-04-29T11:01:00.765Z,,,,UPI,upi-apps,2024,Apr,,,,en
3174,15,Navi,15.10,402.92,-,-,-,-,-,-,15.10,402.92,2025-01-09T13:43:47.521Z,2025-04-29T11:01:00.847Z,,,,UPI,upi-apps,2024,Apr,,,,en
3175,16,Bajaj Finserv,10.29,1819.55,-,-,-,-,-,-,10.29,1819.55,2025-01-09T13:43:47.521Z,2025-04-29T11:01:00.928Z,,,,UPI,upi-apps,2024,Apr,,,,en
3176,17,Mobikwik,9.76,2248.19,-,-,-,-,-,-,9.76,2248.19,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.011Z,,,,UPI,upi-apps,2024,Apr,,,,en
3177,18,Groww,8.02,5452.72,-,-,-,-,-,-,8.02,5452.72,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.093Z,,,,UPI,upi-apps,2024,Apr,,,,en
3178,19,Slice,7.51,608.62,-,-,-,-,-,-,7.51,608.62,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.174Z,,,,UPI,upi-apps,2024,Apr,,,,en
3179,20,State Bank of India Apps,6.49,2385.64,-,-,0.04,1.14,-,-,6.53,2386.79,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.254Z,,,,UPI,upi-apps,2024,Apr,,,,en
3180,21,IDFC Bank Apps,6.45,1581.78,-,-,-,-,-,-,6.45,1581.78,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.335Z,,,,UPI,upi-apps,2024,Apr,,,,en
3181,22,Samsung Pay,6.30,527.40,-,-,-,-,-,-,6.30,527.40,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.416Z,,,,UPI,upi-apps,2024,Apr,,,,en
3182,23,Federal Bank Apps,6.14,821.80,-,-,-,-,-,-,6.14,821.80,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.496Z,,,,UPI,upi-apps,2024,Apr,,,,en
3183,24,Jupiter,5.92,710.69,-,-,-,-,-,-,5.92,710.69,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.575Z,,,,UPI,upi-apps,2024,Apr,,,,en
3184,25,India Post Payments Bank Apps,5.08,687.52,-,-,-,-,-,-,5.08,687.52,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.655Z,,,,UPI,upi-apps,2024,Apr,,,,en
3185,26,Flipkart UPI,3.46,174.73,-,-,-,-,-,-,3.46,174.73,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.735Z,,,,UPI,upi-apps,2024,Apr,,,,en
3186,27,Deutsche Bank Apps,3.28,441.56,-,-,-,0.02,-,-,3.28,441.58,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.815Z,,,,UPI,upi-apps,2024,Apr,,,,en
3187,28,Canara Bank Apps,3.03,812.15,-,-,-,-,-,-,3.03,812.15,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.896Z,,,,UPI,upi-apps,2024,Apr,,,,en
3188,29,Timepay,2.15,24.14,-,-,-,0.10,-,-,2.16,24.25,2025-01-09T13:43:47.521Z,2025-04-29T11:01:01.977Z,,,,UPI,upi-apps,2024,Apr,,,,en
3189,30,Jio Payments Bank Apps,1.87,164.17,-,-,-,-,-,-,1.87,164.17,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.058Z,,,,UPI,upi-apps,2024,Apr,,,,en
3190,31,Punjab National Bank Apps,1.66,419.99,-,-,-,-,-,-,1.66,419.99,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.138Z,,,,UPI,upi-apps,2024,Apr,,,,en
3191,32,RBL Bank Apps,1.46,529.18,-,0.01,0.11,117.10,-,-,1.57,646.29,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.216Z,,,,UPI,upi-apps,2024,Apr,,,,en
3192,33,Indian Bank Apps,1.50,310.69,-,-,-,6.71,-,-,1.50,317.40,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.297Z,,,,UPI,upi-apps,2024,Apr,,,,en
3193,34,Union Bank Apps,1.25,525.02,-,-,-,-,-,-,1.25,525.02,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.378Z,,,,UPI,upi-apps,2024,Apr,,,,en
3194,35,Omnicard,1.06,37.27,-,-,-,-,-,-,1.06,37.27,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.458Z,,,,UPI,upi-apps,2024,Apr,,,,en
3195,36,Bank of Baroda Apps,0.99,459.50,-,-,-,8.27,-,-,0.99,467.77,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.540Z,,,,UPI,upi-apps,2024,Apr,,,,en
3196,37,Central Bank of India Apps,0.89,204.45,-,-,-,-,-,-,0.89,204.45,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.620Z,,,,UPI,upi-apps,2024,Apr,,,,en
3197,38,AU Small Finance Bank Apps,0.80,257.99,-,-,-,-,-,-,0.80,257.99,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.700Z,,,,UPI,upi-apps,2024,Apr,,,,en
3198,39,Go Kiwi,0.58,92.87,-,-,-,-,-,-,0.58,92.87,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.782Z,,,,UPI,upi-apps,2024,Apr,,,,en
3199,40,DBS Digibank Apps,0.46,182.52,-,-,-,0.38,-,-,0.47,182.89,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.862Z,,,,UPI,upi-apps,2024,Apr,,,,en
3200,41,South Indian Bank Apps,0.43,129.71,-,-,-,-,-,-,0.43,129.71,2025-01-09T13:43:47.521Z,2025-04-29T11:01:02.942Z,,,,UPI,upi-apps,2024,Apr,,,,en
3201,42,Shriram One,0.40,37.49,-,-,-,-,-,-,0.40,37.49,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.023Z,,,,UPI,upi-apps,2024,Apr,,,,en
3202,43,Fino Payments bank Apps,0.35,49.47,-,-,-,-,-,-,0.35,49.47,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.104Z,,,,UPI,upi-apps,2024,Apr,,,,en
3203,44,IndusInd Bank Apps,1.06,191.64,-,-,-,0.26,-,-,1.06,191.90,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.186Z,,,,UPI,upi-apps,2024,Apr,,,,en
3204,45,HSBC Bank Apps,0.32,126.55,-,0.05,-,-,-,-,0.32,126.59,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.266Z,,,,UPI,upi-apps,2024,Apr,,,,en
3205,46,TataNeu,0.32,34.06,-,-,-,-,-,-,0.32,34.06,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.346Z,,,,UPI,upi-apps,2024,Apr,,,,en
3206,47,Bank of India Apps,0.21,87.25,-,-,-,-,-,-,0.21,87.25,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.426Z,,,,UPI,upi-apps,2024,Apr,,,,en
3207,48,Standard Chartered Bank Apps,0.16,105.48,-,-,-,0.03,-,-,0.16,105.51,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.506Z,,,,UPI,upi-apps,2024,Apr,,,,en
3208,49,UCO Bank Apps,0.16,54.30,-,-,-,-,-,-,0.16,54.30,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.588Z,,,,UPI,upi-apps,2024,Apr,,,,en
3209,50,Digikhata,0.15,51.08,-,-,-,-,-,-,0.15,51.08,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.667Z,,,,UPI,upi-apps,2024,Apr,,,,en
3210,51,Karnataka Bank Apps,0.15,27.18,-,-,-,-,-,-,0.15,27.18,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.746Z,,,,UPI,upi-apps,2024,Apr,,,,en
3211,52,Jupiter Edge,0.14,22.88,-,-,-,-,-,-,0.14,22.88,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.829Z,,,,UPI,upi-apps,2024,Apr,,,,en
3212,53,Dhani,0.13,7.44,-,-,-,-,-,-,0.13,7.44,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.908Z,,,,UPI,upi-apps,2024,Apr,,,,en
3213,54,Indian Overseas Bank Apps,0.11,30.10,-,-,-,-,-,-,0.11,30.10,2025-01-09T13:43:47.521Z,2025-04-29T11:01:03.988Z,,,,UPI,upi-apps,2024,Apr,,,,en
3214,55,Ultracash,0.09,6.16,-,-,-,-,-,-,0.09,6.16,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.076Z,,,,UPI,upi-apps,2024,Apr,,,,en
3215,56,Tamilnad Mercantile Bank Apps,0.09,24.69,-,-,-,-,-,-,0.09,24.69,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.152Z,,,,UPI,upi-apps,2024,Apr,,,,en
3216,57,City Union Bank Apps,0.08,26.60,-,-,-,-,-,-,0.08,26.60,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.236Z,,,,UPI,upi-apps,2024,Apr,,,,en
3217,58,NSDL Payments Bank Apps,0.08,11.88,-,-,-,-,-,-,0.08,11.88,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.317Z,,,,UPI,upi-apps,2024,Apr,,,,en
3218,59,Citi Bank Apps,0.06,69.18,-,-,-,0.01,-,-,0.06,69.19,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.399Z,,,,UPI,upi-apps,2024,Apr,,,,en
3219,60,IDBI Bank Apps,0.06,20.15,-,-,-,-,-,-,0.06,20.15,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.481Z,,,,UPI,upi-apps,2024,Apr,,,,en
3220,61,Bank of Maharashtra Apps,0.06,13.96,-,-,-,0.10,-,-,0.06,14.06,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.561Z,,,,UPI,upi-apps,2024,Apr,,,,en
3221,62,Karur Vysya Bank Apps,0.05,18.94,-,-,-,-,-,-,0.05,18.94,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.641Z,,,,UPI,upi-apps,2024,Apr,,,,en
3222,63,MakeMyTrip,0.04,19.32,-,-,-,-,-,-,0.04,19.32,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.721Z,,,,UPI,upi-apps,2024,Apr,,,,en
3223,64,Go Niyo,0.04,16.77,-,-,-,-,-,-,0.04,16.77,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.801Z,,,,UPI,upi-apps,2024,Apr,,,,en
3224,65,Equitas Small Finance Bank Apps,0.03,25.52,-,-,-,-,-,-,0.03,25.52,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.880Z,,,,UPI,upi-apps,2024,Apr,,,,en
3225,66,Punjab Sind Bank Apps,0.03,12.15,-,-,-,-,-,-,0.03,12.15,2025-01-09T13:43:47.521Z,2025-04-29T11:01:04.959Z,,,,UPI,upi-apps,2024,Apr,,,,en
3226,67,Allahabad Bank Apps,0.02,6.18,-,-,-,-,-,-,0.02,6.18,2025-01-09T13:43:47.521Z,2025-04-29T11:01:05.039Z,,,,UPI,upi-apps,2024,Apr,,,,en
3227,68,Fave,0.02,1.16,-,-,-,-,-,-,0.02,1.16,2025-01-09T13:43:47.521Z,2025-04-29T11:01:05.119Z,,,,UPI,upi-apps,2024,Apr,,,,en
3228,69,Cheq,0.01,1.13,-,-,-,-,-,-,0.01,1.13,2025-01-09T13:43:47.521Z,2025-04-29T11:01:05.199Z,,,,UPI,upi-apps,2024,Apr,,,,en
3229,70,Other Apps,1.03,108.18,-,-,0.15,4.42,-,-,1.18,112.60,2025-01-09T13:43:47.521Z,2025-04-29T11:01:05.278Z,,,,UPI,upi-apps,2024,Apr,,,,en
3230,1,PhonePe,6831.92,1033588.80,-,-,-,-,-,-,6831.92,1033588.80,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.358Z,,,,UPI,upi-apps,2024,May,,,,en
3231,2,Google Pay,5219.56,723315.70,-,-,-,-,-,-,5219.56,723315.70,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.438Z,,,,UPI,upi-apps,2024,May,,,,en
3232,3,Paytm,1140.01,124704.79,-,-,-,-,-,-,1140.01,124704.80,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.518Z,,,,UPI,upi-apps,2024,May,,,,en
3233,4,Cred,140.08,47547.15,-,-,-,-,-,-,140.08,47547.15,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.597Z,,,,UPI,upi-apps,2024,May,,,,en
3234,5,Amazon Pay,68.34,7419.41,-,-,-,-,-,-,68.34,7419.41,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.677Z,,,,UPI,upi-apps,2024,May,,,,en
3235,6,Axis Bank Apps,14.15,3722.58,49.93,2184.74,0.01,2.89,-,-,64.08,5910.20,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.770Z,,,,UPI,upi-apps,2024,May,,,,en
3236,7,ICICI Bank Apps,38.50,15332.69,4.22,449.37,9.37,12661.97,-,-,52.10,28444.03,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.839Z,,,,UPI,upi-apps,2024,May,,,,en
3237,8,FamApp by Trio,50.10,630.89,-,-,-,-,-,-,50.10,630.89,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.915Z,,,,UPI,upi-apps,2024,May,,,,en
3238,9,Kotak Mahindra Bank Apps,43.41,6178.23,-,-,-,-,-,-,43.41,6178.23,2025-01-09T13:52:18.675Z,2025-04-29T11:01:05.994Z,,,,UPI,upi-apps,2024,May,,,,en
3239,10,WhatsApp,36.45,2938.72,-,-,-,-,-,-,36.45,2938.72,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.074Z,,,,UPI,upi-apps,2024,May,,,,en
3240,11,HDFC Bank Apps,35.40,8104.06,0.02,0.06,0.01,0.32,-,-,35.43,8104.44,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.153Z,,,,UPI,upi-apps,2024,May,,,,en
3241,12,Navi,29.72,958.09,-,-,-,-,-,-,29.72,958.09,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.232Z,,,,UPI,upi-apps,2024,May,,,,en
3242,13,BHIM,23.43,8095.99,-,-,-,-,-,-,23.43,8095.99,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.311Z,,,,UPI,upi-apps,2024,May,,,,en
3243,14,Yes Bank Apps,22.48,10939.53,-,-,0.26,32.11,-,-,22.75,10971.64,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.390Z,,,,UPI,upi-apps,2024,May,,,,en
3244,15,Airtel Payments Bank Apps,17.29,1329.67,-,-,-,0.48,-,0.05,17.29,1330.15,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.472Z,,,,UPI,upi-apps,2024,May,,,,en
3245,16,Mobikwik,11.12,2536.09,-,-,-,-,-,-,11.12,2536.09,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.553Z,,,,UPI,upi-apps,2024,May,,,,en
3246,17,Groww,10.15,7086.12,-,-,-,-,-,-,10.15,7086.12,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.635Z,,,,UPI,upi-apps,2024,May,,,,en
3247,18,Bajaj Finserv,9.55,1685.51,-,-,-,-,-,-,9.55,1685.51,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.716Z,,,,UPI,upi-apps,2024,May,,,,en
3248,19,Slice,9.05,646.12,-,-,-,-,-,-,9.05,646.12,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.797Z,,,,UPI,upi-apps,2024,May,,,,en
3249,20,State Bank of India Apps,7.12,2494.20,-,-,-,-,-,-,7.12,2494.20,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.882Z,,,,UPI,upi-apps,2024,May,,,,en
3250,21,IDFC Bank Apps,6.99,1690.27,-,-,-,-,-,-,6.99,1690.27,2025-01-09T13:52:18.675Z,2025-04-29T11:01:06.964Z,,,,UPI,upi-apps,2024,May,,,,en
3251,22,Samsung Pay,6.56,547.28,-,-,-,-,-,-,6.56,547.28,2025-01-09T13:52:18.675Z,2025-04-29T11:01:07.045Z,,,,UPI,upi-apps,2024,May,,,,en
3252,23,Jupiter,6.07,769.10,-,-,-,-,-,-,6.07,769.10,2025-01-09T13:52:18.675Z,2025-04-29T11:01:07.125Z,,,,UPI,upi-apps,2024,May,,,,en
3253,24,Federal Bank Apps,5.95,811.83,-,-,-,-,-,-,5.95,811.83,2025-01-09T13:52:18.675Z,2025-04-29T11:01:07.205Z,,,,UPI,upi-apps,2024,May,,,,en
3254,25,India Post Payments Bank Apps,5.67,703.81,-,-,-,-,-,-,5.67,703.81,2025-01-09T13:52:18.675Z,2025-04-29T11:01:07.286Z,,,,UPI,upi-apps,2024,May,,,,en
3255,26,Flipkart,4.44,251.85,-,-,-,-,-,-,4.44,251.85,2025-01-09T13:52:18.675Z,2025-04-29T11:01:07.367Z,,,,UPI,upi-apps,2024,May,,,,en
3256,27,Canara Bank Apps,3.06,828.58,-,-,-,-,-,-,3.06,828.58,2025-01-09T13:52:18.675Z,2025-04-29T11:01:07.446Z,,,,UPI,upi-apps,2024,May,,,,en
3257,28,Deutsche Bank Apps,2.34,369.39,-,-,-,0.03,-,-,2.34,369.42,2025-01-09T13:52:18.675Z,2025-04-29T11:01:07.527Z,,,,UPI,upi-apps,2024,May,,,,en
3258,29,RBL Bank Apps,2.20,900.13,-,-,0.05,31.21,-,-,2.24,931.34,2025-01-09T13:52:18.676Z,2025-04-29T11:01:07.608Z,,,,UPI,upi-apps,2024,May,,,,en
3259,30,Jio Payments Bank Apps,2.02,170.98,-,-,-,-,-,-,2.02,170.98,2025-01-09T13:52:18.676Z,2025-04-29T11:01:07.691Z,,,,UPI,upi-apps,2024,May,,,,en
3260,31,Punjab National Bank Apps,1.74,444.50,-,-,-,-,-,-,1.74,444.50,2025-01-09T13:52:18.676Z,2025-04-29T11:01:07.773Z,,,,UPI,upi-apps,2024,May,,,,en
3261,32,Timepay,1.61,17.59,-,-,-,0.10,-,-,1.61,17.69,2025-01-09T13:52:18.676Z,2025-04-29T11:01:07.855Z,,,,UPI,upi-apps,2024,May,,,,en
3262,33,Indian Bank Apps,1.54,319.53,-,-,-,10.05,-,-,1.55,329.58,2025-01-09T13:52:18.676Z,2025-04-29T11:01:07.935Z,,,,UPI,upi-apps,2024,May,,,,en
3263,34,OmniCard,1.24,45.65,-,-,-,-,-,-,1.24,45.65,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.012Z,,,,UPI,upi-apps,2024,May,,,,en
3264,35,Union Bank Apps,1.19,505.23,-,-,-,-,-,-,1.19,505.24,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.092Z,,,,UPI,upi-apps,2024,May,,,,en
3265,36,Bank of Baroda Apps,1.02,456.55,-,-,-,7.31,-,-,1.02,463.85,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.171Z,,,,UPI,upi-apps,2024,May,,,,en
3266,37,Central Bank of India Apps,0.95,213.29,-,-,-,-,-,-,0.95,213.29,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.250Z,,,,UPI,upi-apps,2024,May,,,,en
3267,38,AU Small Finance Bank Apps,0.82,249.60,-,-,-,-,-,-,0.82,249.60,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.329Z,,,,UPI,upi-apps,2024,May,,,,en
3268,39,DBS Digibank Apps,0.48,192.60,-,-,-,0.49,-,-,0.48,193.09,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.410Z,,,,UPI,upi-apps,2024,May,,,,en
3269,40,South Indian Bank Apps,0.47,141.47,-,-,-,-,-,-,0.47,141.47,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.489Z,,,,UPI,upi-apps,2024,May,,,,en
3270,41,Jammu and Kashmir Bank Apps,0.43,64.02,-,-,-,-,-,-,0.43,64.02,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.565Z,,,,UPI,upi-apps,2024,May,,,,en
3271,42,Fino Payments bank Apps,0.38,53.86,-,-,-,-,-,-,0.38,53.86,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.641Z,,,,UPI,upi-apps,2024,May,,,,en
3272,43,HSBC Bank Apps,0.37,144.05,-,0.05,-,-,-,-,0.37,144.11,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.717Z,,,,UPI,upi-apps,2024,May,,,,en
3273,44,IndusInd Bank Apps,0.35,73.84,-,-,-,0.58,-,-,0.36,74.41,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.794Z,,,,UPI,upi-apps,2024,May,,,,en
3274,45,Shriram One,0.29,36.28,-,-,-,-,-,-,0.29,36.28,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.873Z,,,,UPI,upi-apps,2024,May,,,,en
3275,46,Bank of India Apps,0.21,81.09,-,-,-,-,-,-,0.21,81.09,2025-01-09T13:52:18.676Z,2025-04-29T11:01:08.954Z,,,,UPI,upi-apps,2024,May,,,,en
3276,47,UCO Bank Apps,0.20,65.61,-,-,-,-,-,-,0.20,65.61,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.035Z,,,,UPI,upi-apps,2024,May,,,,en
3277,48,Kiwi,0.18,36.03,-,-,-,-,-,-,0.18,36.03,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.116Z,,,,UPI,upi-apps,2024,May,,,,en
3278,49,TataNeu,0.18,25.10,-,-,-,-,-,-,0.18,25.10,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.195Z,,,,UPI,upi-apps,2024,May,,,,en
3279,50,Standard Chartered Bank Apps,0.16,114.40,-,-,-,0.02,-,-,0.16,114.42,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.275Z,,,,UPI,upi-apps,2024,May,,,,en
3280,51,Digikhata,0.16,52.29,-,-,-,-,-,-,0.16,52.29,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.356Z,,,,UPI,upi-apps,2024,May,,,,en
3281,52,Karnataka Bank Apps,0.16,30.00,-,-,-,-,-,-,0.16,30.00,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.436Z,,,,UPI,upi-apps,2024,May,,,,en
3282,53,Indian Overseas Bank Apps,0.12,34.43,-,-,-,-,-,-,0.12,34.43,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.516Z,,,,UPI,upi-apps,2024,May,,,,en
3283,54,Dhani,0.11,13.12,-,-,-,-,-,-,0.11,13.12,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.595Z,,,,UPI,upi-apps,2024,May,,,,en
3284,55,Ultracash,0.09,6.19,-,-,-,-,-,-,0.09,6.19,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.674Z,,,,UPI,upi-apps,2024,May,,,,en
3285,56,Tamilnad Mercantile Bank Apps,0.08,25.66,-,-,-,-,-,-,0.08,25.66,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.755Z,,,,UPI,upi-apps,2024,May,,,,en
3286,57,Citi Bank Apps,0.08,66.69,-,-,-,0.05,-,-,0.08,66.74,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.837Z,,,,UPI,upi-apps,2024,May,,,,en
3287,58,City Union Bank Apps,0.08,28.77,-,-,-,-,-,-,0.08,28.77,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.915Z,,,,UPI,upi-apps,2024,May,,,,en
3288,59,NSDL Payments Bank Apps,0.07,12.71,-,-,-,-,-,-,0.07,12.71,2025-01-09T13:52:18.676Z,2025-04-29T11:01:09.996Z,,,,UPI,upi-apps,2024,May,,,,en
3289,60,IDBI Bank Apps,0.07,27.32,-,-,-,-,-,-,0.07,27.32,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.079Z,,,,UPI,upi-apps,2024,May,,,,en
3290,61,Aditya Birla Capital Digital,0.05,1.84,-,-,-,-,-,-,0.05,1.84,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.159Z,,,,UPI,upi-apps,2024,May,,,,en
3291,62,Karur Vysya Bank Apps,0.05,20.63,-,-,-,-,-,-,0.05,20.63,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.238Z,,,,UPI,upi-apps,2024,May,,,,en
3292,63,Bank of Maharashtra Apps,0.05,10.37,-,-,-,0.12,-,-,0.05,10.49,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.319Z,,,,UPI,upi-apps,2024,May,,,,en
3293,64,Niyo Global,0.04,22.56,-,-,-,-,-,-,0.04,22.56,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.401Z,,,,UPI,upi-apps,2024,May,,,,en
3294,65,MakeMyTrip,0.04,18.12,-,-,-,-,-,-,0.04,18.12,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.480Z,,,,UPI,upi-apps,2024,May,,,,en
3295,66,Equitas Small Finance Bank Apps,0.04,25.35,-,-,-,-,-,-,0.04,25.35,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.561Z,,,,UPI,upi-apps,2024,May,,,,en
3296,67,Punjab Sind Bank Apps,0.03,12.97,-,-,-,-,-,-,0.03,12.97,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.640Z,,,,UPI,upi-apps,2024,May,,,,en
3297,68,Other Apps,1.15,145.19,-,-,0.14,3.74,-,-,1.29,148.93,2025-01-09T13:52:18.676Z,2025-04-29T11:01:10.716Z,,,,UPI,upi-apps,2024,May,,,,en
3730,1,PhonePe,6716.09,1009064.99,-,-,-,-,-,-,6716.09,1009064.99,2025-01-09T15:03:03.442Z,2025-04-29T11:01:22.633Z,,,,UPI,upi-apps,2024,Jun,,,,en
3731,2,Google Pay #,5103.99,707241.27,-,-,-,-,-,-,5103.99,707241.27,2025-01-09T15:03:03.442Z,2025-04-29T11:01:22.715Z,,,,UPI,upi-apps,2024,Jun,,,,en
3732,3,Paytm,1104.89,120840.45,-,-,-,-,-,-,1104.89,120840.45,2025-01-09T15:03:03.442Z,2025-04-29T11:01:22.797Z,,,,UPI,upi-apps,2024,Jun,,,,en
3733,4,Cred #,138.42,45720.01,-,-,-,-,-,-,138.42,45720.01,2025-01-09T15:03:03.442Z,2025-04-29T11:01:22.880Z,,,,UPI,upi-apps,2024,Jun,,,,en
3734,5,Axis Bank Apps,14.14,3852.77,60.92,2755.96,0.01,5.30,-,-,75.07,6614.04,2025-01-09T15:03:03.442Z,2025-04-29T11:01:22.962Z,,,,UPI,upi-apps,2024,Jun,,,,en
3735,6,Amazon Pay #,67.07,7377.30,-,-,-,-,-,-,67.07,7377.30,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.044Z,,,,UPI,upi-apps,2024,Jun,,,,en
3736,7,ICICI Bank Apps,38.25,16692.52,4.20,462.22,9.20,12841.44,-,-,51.65,29996.18,2025-01-09T15:03:03.442Z,2025-04-29T11:01:23.126Z,,,,UPI,upi-apps,2024,Jun,,,,en
